pathway_name,pathway_description,ko_id,gene_name,kegg_organism_code,uniprot_id
,Fructose and mannose metabolism - Homo sapiens (human),K00844,dre:406339,dre,Q7ZVL7
,Fructose and mannose metabolism - Homo sapiens (human),K00844,amex:103028521,amex,A0A8T2LVW3
,Fructose and mannose metabolism - Homo sapiens (human),K00844,amex:103047009,amex,A0A8B9LSF6
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ola:101157032,ola,H2L2Y2
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ola:101156878,ola,A0A3P9IS69
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ola:101166309,ola,H2MKW8
,Fructose and mannose metabolism - Homo sapiens (human),K00844,pret:103470212,pret,A0A3P9QD44
,Fructose and mannose metabolism - Homo sapiens (human),K00844,nfu:107382412,nfu,A0A8C6LK70
,Fructose and mannose metabolism - Homo sapiens (human),K00844,nfu:107384332,nfu,A0A9D2XNZ2
,Fructose and mannose metabolism - Homo sapiens (human),K00844,nfu:107393526,nfu,A0A9D2XCC3
,Fructose and mannose metabolism - Homo sapiens (human),K00844,nfu:107397082,nfu,A0A9D3BB06
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bfo:118414727,bfo,A0A9J7MPH4
,Fructose and mannose metabolism - Homo sapiens (human),K00844,dme:Dmel_CG3001,dme,Q9GNH8
,Fructose and mannose metabolism - Homo sapiens (human),K00844,dme:Dmel_CG33102,dme,Q9NFT9
,Fructose and mannose metabolism - Homo sapiens (human),K00844,dme:Dmel_CG32849,dme,Q9NFT7
,Fructose and mannose metabolism - Homo sapiens (human),K00844,dme:Dmel_CG8094,dme,Q7JYW9
,Fructose and mannose metabolism - Homo sapiens (human),K00844,tca:657694,tca,D6WAX9
,Fructose and mannose metabolism - Homo sapiens (human),K00844,dpx:DAPPUDRAFT_300056,dpx,E9FS63
,Fructose and mannose metabolism - Homo sapiens (human),K00844,dpx:DAPPUDRAFT_307951,dpx,E9H4L3
,Fructose and mannose metabolism - Homo sapiens (human),K00844,nve:5515074,nve,A7RZJ9
,Fructose and mannose metabolism - Homo sapiens (human),K00844,hmg:100212254,hmg,A0A8B6XLG7
,Fructose and mannose metabolism - Homo sapiens (human),K00844,tad:TRIADDRAFT_50939,tad,B3S8Y6
,Fructose and mannose metabolism - Homo sapiens (human),K00844,aqu:100639704,aqu,A0A1X7TW84
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ath:AT1G47840,ath,Q9FZG4
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ath:AT1G50460,ath,Q9LPS1
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ath:AT2G19860,ath,P93834
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ath:AT3G20040,ath,Q56XE8
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ath:AT4G29130,ath,Q42525
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ath:AT4G37840,ath,Q9T071
,Fructose and mannose metabolism - Homo sapiens (human),K00844,mtr:11421510,mtr,G7I766
,Fructose and mannose metabolism - Homo sapiens (human),K00844,mtr:11426910,mtr,G7K998
,Fructose and mannose metabolism - Homo sapiens (human),K00844,mtr:11421234,mtr,G7LGP4
,Fructose and mannose metabolism - Homo sapiens (human),K00844,mtr:11408101,mtr,G7L7F0
,Fructose and mannose metabolism - Homo sapiens (human),K00844,mtr:25496982,mtr,A0A072UCM8
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:4324666,osa,Q2KNB7
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:4326547,osa,Q8LQ68
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:4326516,osa,Q2KNB4
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:4326776,osa,Q1WM15
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:4338010,osa,Q1WM16
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:4339420,osa,Q2KNB9
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:107275630,osa,Q2KNB5
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:4339361,osa,Q5W676
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:4343113,osa,Q8LH82
,Fructose and mannose metabolism - Homo sapiens (human),K00844,osa:4342654,osa,Q6Z398
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bdi:100837243,bdi,I1HCV5
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bdi:100826327,bdi,I1HV37
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bdi:100844559,bdi,A0A2K2DAV2
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bdi:100830315,bdi,I1HR32
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bdi:100838090,bdi,I1HH95
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bdi:100823060,bdi,A0A0Q3MM58
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bdi:100832143,bdi,I1HL44
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bdi:100824391,bdi,I1HRF0
,Fructose and mannose metabolism - Homo sapiens (human),K00844,bdi:100835291,bdi,I1IVT0
,Fructose and mannose metabolism - Homo sapiens (human),K00844,zma:542510,zma,Q8L5G8
,Fructose and mannose metabolism - Homo sapiens (human),K00844,zma:100170246,zma,B3GQB5
,Fructose and mannose metabolism - Homo sapiens (human),K00844,zma:100192075,zma,B4FB85
,Fructose and mannose metabolism - Homo sapiens (human),K00844,zma:100279587,zma,B7ZYX4
,Fructose and mannose metabolism - Homo sapiens (human),K00844,zma:100285932,zma,B6UBW9
,Fructose and mannose metabolism - Homo sapiens (human),K00844,zma:103636300,zma,K7W1K3
,Fructose and mannose metabolism - Homo sapiens (human),K00844,zma:103650768,zma,A0A1D6N1P8
,Fructose and mannose metabolism - Homo sapiens (human),K00844,zma:103651223,zma,A0A1D6NCX2
,Fructose and mannose metabolism - Homo sapiens (human),K00844,smo:SELMODRAFT_231902,smo,D8RM98
,Fructose and mannose metabolism - Homo sapiens (human),K00844,smo:SELMODRAFT_441916,smo,D8RNR5
,Fructose and mannose metabolism - Homo sapiens (human),K00844,smo:SELMODRAFT_150326,smo,D8RVJ0
,Fructose and mannose metabolism - Homo sapiens (human),K00844,smo:SELMODRAFT_232972,smo,D8S290
,Fructose and mannose metabolism - Homo sapiens (human),K00844,smo:SELMODRAFT_117919,smo,D8SIL4
,Fructose and mannose metabolism - Homo sapiens (human),K00844,smo:SELMODRAFT_234446,smo,D8SLD0
,Fructose and mannose metabolism - Homo sapiens (human),K00844,smo:SELMODRAFT_269299,smo,D8SWF6
,Fructose and mannose metabolism - Homo sapiens (human),K00844,smo:SELMODRAFT_269350,smo,D8SXJ2
,Fructose and mannose metabolism - Homo sapiens (human),K00844,cre:CHLRE_02g117500v5,cre,A8JGU7
,Fructose and mannose metabolism - Homo sapiens (human),K00844,sce:YCL040W,sce,P17709
,Fructose and mannose metabolism - Homo sapiens (human),K00844,sce:YDR516C,sce,Q04409
,Fructose and mannose metabolism - Homo sapiens (human),K00844,sce:YFR053C,sce,P04806
,Fructose and mannose metabolism - Homo sapiens (human),K00844,sce:YGL253W,sce,P04807
,Fructose and mannose metabolism - Homo sapiens (human),K00844,sce:YLR446W,sce,Q06204
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ppa:PAS_chr1-4_0447,ppa,C4QYH5
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ppa:PAS_chr1-4_0561,ppa,C4QYU3
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ppa:PAS_chr3_1192,ppa,C4R4M0
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ppa:PAS_chr4_0624,ppa,C4R8F9
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ncr:NCU00575,ncr,Q7SF75
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ncr:NCU02542,ncr,V5IP39
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ncr:NCU04728,ncr,Q7S6H6
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ani:AN4255.2,ani,Q5B5C5
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ani:AN7459.2,ani,P80581
,Fructose and mannose metabolism - Homo sapiens (human),K00844,spo:SPAC24H6.04,spo,Q09756
,Fructose and mannose metabolism - Homo sapiens (human),K00844,spo:SPAC4F8.07c,spo,P50521
,Fructose and mannose metabolism - Homo sapiens (human),K00844,cng:CNAG_03769,cng,J9VNK3
,Fructose and mannose metabolism - Homo sapiens (human),K00844,cng:CNAG_05480,cng,J9VWU8
,Fructose and mannose metabolism - Homo sapiens (human),K00844,scm:SCHCO_02624360,scm,D8PLF0
,Fructose and mannose metabolism - Homo sapiens (human),K00844,uma:UMAG_10064,uma,A0A0D1E093
,Fructose and mannose metabolism - Homo sapiens (human),K00844,uma:UMAG_11945,uma,A0A0D1CRB6
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ehx:EMIHUDRAFT_460333,ehx,R1E063
,Fructose and mannose metabolism - Homo sapiens (human),K00844,ehx:EMIHUDRAFT_428156,ehx,R1DME7
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mcc:707806,mcc,F6WXS8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mcc:722173,mcc,H9FVT0
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mmu:18642,mmu,P47857
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mmu:56421,mmu,Q9WUA3
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mmu:18641,mmu,P12382
,Fructose and mannose metabolism - Homo sapiens (human),K00850,rno:25741,rno,P30835
,Fructose and mannose metabolism - Homo sapiens (human),K00850,rno:65152,rno,P47858
,Fructose and mannose metabolism - Homo sapiens (human),K00850,rno:60416,rno,P47860
,Fructose and mannose metabolism - Homo sapiens (human),K00850,maua:101830760,maua,A0A1U7Q410
,Fructose and mannose metabolism - Homo sapiens (human),K00850,maua:101832271,maua,A0A1U7QER6
,Fructose and mannose metabolism - Homo sapiens (human),K00850,hgl:101724978,hgl,A0A0P6JH22
,Fructose and mannose metabolism - Homo sapiens (human),K00850,hgl:101709405,hgl,A0A0P6K2H8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cpoc:100720033,cpoc,H0WBB5
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cpoc:100722738,cpoc,H0UW67
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cpoc:100733625,cpoc,H0VC58
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mpuf:101675626,mpuf,A0A8U0SY86
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mpuf:101688513,mpuf,A0A8U0N398
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mlf:102422671,mlf,G1NWC9
,Fructose and mannose metabolism - Homo sapiens (human),K00850,gga:428411,gga,Q5ZHU4
,Fructose and mannose metabolism - Homo sapiens (human),K00850,gga:769850,gga,Q8AYP9
,Fructose and mannose metabolism - Homo sapiens (human),K00850,gga:374064,gga,Q90YA3
,Fructose and mannose metabolism - Homo sapiens (human),K00850,acs:100563919,acs,G1KID2
,Fructose and mannose metabolism - Homo sapiens (human),K00850,xla:379632,xla,Q6PF67
,Fructose and mannose metabolism - Homo sapiens (human),K00850,xla:446756,xla,Q6DD69
,Fructose and mannose metabolism - Homo sapiens (human),K00850,xla:100037146,xla,A2RV78
,Fructose and mannose metabolism - Homo sapiens (human),K00850,xla:108708618,xla,A0A8J0UFC8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,dre:447836,dre,Q66HV8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,dre:568001,dre,A4QNV1
,Fructose and mannose metabolism - Homo sapiens (human),K00850,dre:550259,dre,A0A0R4ID68
,Fructose and mannose metabolism - Homo sapiens (human),K00850,dre:561416,dre,A0A8M9PJ31
,Fructose and mannose metabolism - Homo sapiens (human),K00850,dre:560944,dre,A0A0R4ITA8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,dre:570106,dre,E7F9M6
,Fructose and mannose metabolism - Homo sapiens (human),K00850,amex:103032887,amex,A0A8B9KTN0
,Fructose and mannose metabolism - Homo sapiens (human),K00850,amex:103036959,amex,A0A8T2LCI1
,Fructose and mannose metabolism - Homo sapiens (human),K00850,amex:103038352,amex,W5L0B1
,Fructose and mannose metabolism - Homo sapiens (human),K00850,amex:103047611,amex,A0A8B9LN29
,Fructose and mannose metabolism - Homo sapiens (human),K00850,tru:101063190,tru,H2TX46
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ola:101174339,ola,A0A3B3IKM0
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ola:101163079,ola,H2LQW7
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ola:101169572,ola,A0A3B3IF63
,Fructose and mannose metabolism - Homo sapiens (human),K00850,pret:103461653,pret,A0A3P9NYL8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,nfu:107382658,nfu,A0A1A8AZE8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,nfu:107383427,nfu,A0A1A7ZIC5
,Fructose and mannose metabolism - Homo sapiens (human),K00850,nfu:107384035,nfu,A0A9D2XTG9
,Fructose and mannose metabolism - Homo sapiens (human),K00850,nfu:107390123,nfu,A0A1A8VJ01
,Fructose and mannose metabolism - Homo sapiens (human),K00850,nfu:107390830,nfu,A0A1A8VE76
,Fructose and mannose metabolism - Homo sapiens (human),K00850,bfo:118405158,bfo,A0A9J7HJ52
,Fructose and mannose metabolism - Homo sapiens (human),K00850,dme:Dmel_CG4001,dme,P52034
,Fructose and mannose metabolism - Homo sapiens (human),K00850,dpx:DAPPUDRAFT_42792,dpx,E9FYQ8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cel:CELE_C50F4.2,cel,Q27483
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cel:CELE_Y71H10A.1,cel,Q9TZL8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,tad:TRIADDRAFT_28803,tad,B3S470
,Fructose and mannose metabolism - Homo sapiens (human),K00850,aqu:100634020,aqu,A0A1X7V043
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ath:AT2G22480,ath,Q8VYN6
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ath:AT4G26270,ath,Q94AA4
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ath:AT4G29220,ath,Q9M0F9
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ath:AT4G32840,ath,Q9M076
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ath:AT5G47810,ath,Q9FIK0
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ath:AT5G56630,ath,Q9C5J7
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ath:AT5G61580,ath,Q9FKG3
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mtr:11410489,mtr,G7I304
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mtr:11430664,mtr,G7IHY5
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mtr:11405809,mtr,G7JXR3
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mtr:11438579,mtr,G7KHY6
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mtr:11423706,mtr,G7LJ94
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mtr:11415742,mtr,G7L7C4
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mtr:25494344,mtr,G7ZZU2
,Fructose and mannose metabolism - Homo sapiens (human),K00850,mtr:25490151,mtr,A0A072V223
,Fructose and mannose metabolism - Homo sapiens (human),K00850,osa:4347383,osa,Q69QS5
,Fructose and mannose metabolism - Homo sapiens (human),K00850,osa:4347060,osa,A0A0P0XM93
,Fructose and mannose metabolism - Homo sapiens (human),K00850,osa:4348582,osa,Q338G3
,Fructose and mannose metabolism - Homo sapiens (human),K00850,osa:4327301,osa,Q0JPZ1
,Fructose and mannose metabolism - Homo sapiens (human),K00850,osa:4338034,osa,B9FIJ4
,Fructose and mannose metabolism - Homo sapiens (human),K00850,osa:4339369,osa,Q65X97
,Fructose and mannose metabolism - Homo sapiens (human),K00850,bdi:100839985,bdi,I1H114
,Fructose and mannose metabolism - Homo sapiens (human),K00850,bdi:100828068,bdi,I1HCW2
,Fructose and mannose metabolism - Homo sapiens (human),K00850,bdi:100844561,bdi,I1HL34
,Fructose and mannose metabolism - Homo sapiens (human),K00850,bdi:100821809,bdi,I1HHF2
,Fructose and mannose metabolism - Homo sapiens (human),K00850,bdi:100846104,bdi,A0A0Q3GEV8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,bdi:100836478,bdi,I1I7F8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,bdi:100833338,bdi,I1IYP4
,Fructose and mannose metabolism - Homo sapiens (human),K00850,bdi:100837013,bdi,I1IQ47
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:100191982,zma,B4FAW1
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:100192478,zma,A0A804QKD0
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:100279231,zma,A0A8J8YCL9
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:100280694,zma,C4J1M8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:100281464,zma,B6SVM3
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:100281688,zma,C0PGA5
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:100285548,zma,B6U6D5
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:100281585,zma,C0HFI5
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:103629493,zma,A0A1D6LL73
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:103630144,zma,A0A1D6M1R0
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:103630633,zma,A0A1D6MAI0
,Fructose and mannose metabolism - Homo sapiens (human),K00850,zma:103647427,zma,A0A1D6EPW1
,Fructose and mannose metabolism - Homo sapiens (human),K00850,smo:SELMODRAFT_438337,smo,D8QW81
,Fructose and mannose metabolism - Homo sapiens (human),K00850,smo:SELMODRAFT_146031,smo,D8RCZ6
,Fructose and mannose metabolism - Homo sapiens (human),K00850,smo:SELMODRAFT_100675,smo,D8RSR2
,Fructose and mannose metabolism - Homo sapiens (human),K00850,smo:SELMODRAFT_150344,smo,D8RVK8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,smo:SELMODRAFT_176350,smo,D8S2A8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,smo:SELMODRAFT_178124,smo,D8SAN3
,Fructose and mannose metabolism - Homo sapiens (human),K00850,smo:SELMODRAFT_187341,smo,D8TCD9
,Fructose and mannose metabolism - Homo sapiens (human),K00850,smo:SELMODRAFT_138352,smo,D8TF38
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cre:CHLRE_12g553250v5,cre,A8IYM0
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cre:CHLRE_06g262900v5,cre,A8HX70
,Fructose and mannose metabolism - Homo sapiens (human),K00850,sce:YGR240C,sce,P16861
,Fructose and mannose metabolism - Homo sapiens (human),K00850,sce:YMR205C,sce,P16862
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ppa:PAS_chr1-4_0047,ppa,C4QXA5
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ppa:PAS_chr2-1_0402,ppa,Q92448
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ncr:NCU00629,ncr,Q7SI23
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ani:AN3223.2,ani,Q5B8A7
,Fructose and mannose metabolism - Homo sapiens (human),K00850,spo:SPBC16H5.02,spo,O42938
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cne:CNJ01080,cne,Q5KAN4
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cne:CNK00850,cne,Q5K9T3
,Fructose and mannose metabolism - Homo sapiens (human),K00850,cng:CNAG_04676,cng,J9VSX3
,Fructose and mannose metabolism - Homo sapiens (human),K00850,scm:SCHCO_02625516,scm,D8Q5H8
,Fructose and mannose metabolism - Homo sapiens (human),K00850,uma:UMAG_02512,uma,A0A0D1DZW1
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ddi:DDB_G0274111,ddi,P90521
,Fructose and mannose metabolism - Homo sapiens (human),K00850,tet:TTHERM_00170320,tet,Q22TJ1
,Fructose and mannose metabolism - Homo sapiens (human),K00850,tet:TTHERM_00338460,tet,I7LV76
,Fructose and mannose metabolism - Homo sapiens (human),K00850,tet:TTHERM_00338470,tet,I7MK03
,Fructose and mannose metabolism - Homo sapiens (human),K00850,tps:THAPSDRAFT_31232,tps,B8BQP1
,Fructose and mannose metabolism - Homo sapiens (human),K00850,ehx:EMIHUDRAFT_67580,ehx,R1BL77
,Fructose and mannose metabolism - Homo sapiens (human),K19028,mcc:701969,mcc,G7NRI6
,Fructose and mannose metabolism - Homo sapiens (human),K19028,mmu:18639,mmu,P70266
,Fructose and mannose metabolism - Homo sapiens (human),K19028,rno:24638,rno,P07953
,Fructose and mannose metabolism - Homo sapiens (human),K19028,hgl:101701867,hgl,A0A0A7HSK7
,Fructose and mannose metabolism - Homo sapiens (human),K19028,cpoc:100722672,cpoc,A0A286Y5I2
,Fructose and mannose metabolism - Homo sapiens (human),K19028,cfa:491903,cfa,A0A8C0TK23
,Fructose and mannose metabolism - Homo sapiens (human),K19028,mpuf:101691241,mpuf,A0A8U0T7R3
,Fructose and mannose metabolism - Homo sapiens (human),K19028,fca:101094910,fca,M3VVL9
,Fructose and mannose metabolism - Homo sapiens (human),K19028,xla:495408,xla,Q5U4Z6
,Fructose and mannose metabolism - Homo sapiens (human),K19028,xla:108704801,xla,A0A8J1LHZ4
,Fructose and mannose metabolism - Homo sapiens (human),K19028,dre:327453,dre,Q803Y6
,Fructose and mannose metabolism - Homo sapiens (human),K19028,dre:100330415,dre,A0A8M1RL50
,Fructose and mannose metabolism - Homo sapiens (human),K19028,tru:101066702,tru,A0A674NKA5
,Fructose and mannose metabolism - Homo sapiens (human),K19028,tru:101064901,tru,H2TTS8
,Fructose and mannose metabolism - Homo sapiens (human),K19028,ola:101165483,ola,H2MNU0
,Fructose and mannose metabolism - Homo sapiens (human),K19028,pret:103467867,pret,A0A3P9Q907
,Fructose and mannose metabolism - Homo sapiens (human),K19028,pret:103468054,pret,A0A3P9N079
,Fructose and mannose metabolism - Homo sapiens (human),K19028,nfu:107390463,nfu,A0A8C6PSB0
,Fructose and mannose metabolism - Homo sapiens (human),K19028,nve:5514458,nve,A7S156
,Fructose and mannose metabolism - Homo sapiens (human),K19028,tad:TRIADDRAFT_24566,tad,B3RUK8
,Fructose and mannose metabolism - Homo sapiens (human),K19029,mcc:693509,mcc,I2CY44
,Fructose and mannose metabolism - Homo sapiens (human),K19029,mmu:18640,mmu,P70265
,Fructose and mannose metabolism - Homo sapiens (human),K19029,rno:24640,rno,Q9JJH5
,Fructose and mannose metabolism - Homo sapiens (human),K19029,maua:101842182,maua,A0A1U8CJK1
,Fructose and mannose metabolism - Homo sapiens (human),K19029,hgl:101722273,hgl,A0A0A7HRJ6
,Fructose and mannose metabolism - Homo sapiens (human),K19029,cfa:480011,cfa,A0A8C0SNE0
,Fructose and mannose metabolism - Homo sapiens (human),K19029,mpuf:101694036,mpuf,A0A8U0NUS8
,Fructose and mannose metabolism - Homo sapiens (human),K19029,fca:101089572,fca,A0A2I2UYD2
,Fructose and mannose metabolism - Homo sapiens (human),K19029,clv:102087295,clv,A0A2I0M065
,Fructose and mannose metabolism - Homo sapiens (human),K19029,acs:100563872,acs,H9GKB9
,Fructose and mannose metabolism - Homo sapiens (human),K19029,xla:108708161,xla,A0A8J0U6L6
,Fructose and mannose metabolism - Homo sapiens (human),K19029,dre:393983,dre,Q7ZU78
,Fructose and mannose metabolism - Homo sapiens (human),K19029,dre:564852,dre,A0A8M2B1V7
,Fructose and mannose metabolism - Homo sapiens (human),K19029,amex:103022351,amex,A0A8B9RJE9
,Fructose and mannose metabolism - Homo sapiens (human),K19029,ola:101163251,ola,H2MCH1
,Fructose and mannose metabolism - Homo sapiens (human),K19029,pret:103464749,pret,A0A3P9PEK7
,Fructose and mannose metabolism - Homo sapiens (human),K19029,pret:103467640,pret,A0A3P9NHE4
,Fructose and mannose metabolism - Homo sapiens (human),K19029,nfu:107384999,nfu,A0A9D2XUT0
,Fructose and mannose metabolism - Homo sapiens (human),K19029,nfu:107391085,nfu,A0A8C6PV84
,Fructose and mannose metabolism - Homo sapiens (human),K19029,dme:Dmel_CG3400,dme,Q0KHQ6
,Fructose and mannose metabolism - Homo sapiens (human),K19029,tca:657985,tca,A0A139WB95
,Fructose and mannose metabolism - Homo sapiens (human),K19029,dpx:DAPPUDRAFT_306543,dpx,E9FYQ7
,Fructose and mannose metabolism - Homo sapiens (human),K19029,dpx:DAPPUDRAFT_304281,dpx,E9GKT6
,Fructose and mannose metabolism - Homo sapiens (human),K19029,sce:YJL155C,sce,P32604
,Fructose and mannose metabolism - Homo sapiens (human),K19029,ppa:PAS_chr2-1_0110,ppa,C4QZP0
,Fructose and mannose metabolism - Homo sapiens (human),K19029,ncr:NCU09347,ncr,Q7S2P1
,Fructose and mannose metabolism - Homo sapiens (human),K19029,cne:CNI03630,cne,Q5KB65
,Fructose and mannose metabolism - Homo sapiens (human),K19029,cng:CNAG_04221,cng,J9VRT2
,Fructose and mannose metabolism - Homo sapiens (human),K19029,scm:SCHCO_02502424,scm,D8Q4F6
,Fructose and mannose metabolism - Homo sapiens (human),K01103,mcc:713062,mcc,H9FVS8
,Fructose and mannose metabolism - Homo sapiens (human),K01103,mmu:170768,mmu,A7UAK4
,Fructose and mannose metabolism - Homo sapiens (human),K01103,rno:117276,rno,O35552
,Fructose and mannose metabolism - Homo sapiens (human),K01103,maua:101836708,maua,A0A1U7QGH3
,Fructose and mannose metabolism - Homo sapiens (human),K01103,hgl:101721976,hgl,A0A0P6JXE4
,Fructose and mannose metabolism - Homo sapiens (human),K01103,tgu:100232575,tgu,H0YUX4
,Fructose and mannose metabolism - Homo sapiens (human),K01103,xla:108711232,xla,A0A1L8GZG6
,Fructose and mannose metabolism - Homo sapiens (human),K01103,xla:431861,xla,A0A8J0UX55
,Fructose and mannose metabolism - Homo sapiens (human),K01103,dre:554477,dre,Q6P951
,Fructose and mannose metabolism - Homo sapiens (human),K01103,amex:103039221,amex,A0A8B9H925
,Fructose and mannose metabolism - Homo sapiens (human),K01103,pret:103459671,pret,A0A3P9PMQ0
,Fructose and mannose metabolism - Homo sapiens (human),K01103,nfu:107382659,nfu,A0A8C6VW14
,Fructose and mannose metabolism - Homo sapiens (human),K01103,bfo:118415405,bfo,A0A9J7L4F2
,Fructose and mannose metabolism - Homo sapiens (human),K01103,tca:662201,tca,D6WWD8
,Fructose and mannose metabolism - Homo sapiens (human),K01103,nve:5505982,nve,A7SNT5
,Fructose and mannose metabolism - Homo sapiens (human),K01103,ath:AT1G07110,ath,Q9MB58
,Fructose and mannose metabolism - Homo sapiens (human),K01103,mtr:11405954,mtr,G7K732
,Fructose and mannose metabolism - Homo sapiens (human),K01103,mtr:25490936,mtr,A0A072UXP1
,Fructose and mannose metabolism - Homo sapiens (human),K01103,osa:4337906,osa,A0A0P0WIQ8
,Fructose and mannose metabolism - Homo sapiens (human),K01103,bdi:100828289,bdi,I1HLG1
,Fructose and mannose metabolism - Homo sapiens (human),K01103,zma:541911,zma,B4F8N3
,Fructose and mannose metabolism - Homo sapiens (human),K01103,smo:SELMODRAFT_125648,smo,D8SV87
,Fructose and mannose metabolism - Homo sapiens (human),K01103,smo:SELMODRAFT_132820,smo,D8T623
,Fructose and mannose metabolism - Homo sapiens (human),K01103,smo:SELMODRAFT_186268,smo,D8T7Z3
